Town code/village code,Rural/Urban,Tehsil Name,District,sanitation_quantile,Sanitation_index,wealth_index_quantile,wealth_index
451361,Rural,Vijaypur,Sheopur ,2,-1.09105685,1,-1.805476368
451363,Rural,Vijaypur,Sheopur ,1,-1.189641001,1,-1.957706894
451365,Rural,Vijaypur,Sheopur ,1,-1.221813864,1,-2.10154198
451366,Rural,Vijaypur,Sheopur ,4,-0.02942231708,3,-0.5163345642
451367,Rural,Vijaypur,Sheopur ,1,-1.189306173,4,0.8904218121
451368,Rural,Vijaypur,Sheopur ,3,-0.7314562131,2,-1.077832664
451369,Rural,Vijaypur,Sheopur ,1,-1.171198046,1,-2.094314565
451370,Rural,Vijaypur,Sheopur ,2,-1.09537796,3,-0.8415792998
451371,Rural,Vijaypur,Sheopur ,2,-0.9375269479,4,0.1086543944
451372,Rural,Vijaypur,Sheopur ,3,-0.6422541169,1,-1.655557232
451373,Rural,Vijaypur,Sheopur ,1,-1.225818165,1,-1.723413494
451374,Rural,Vijaypur,Sheopur ,1,-1.215731712,1,-1.641698766
451376,Rural,Vijaypur,Sheopur ,1,-1.184944405,3,-0.9068291258
451377,Rural,Vijaypur,Sheopur ,1,-1.155742906,4,-0.2546587537
451378,Rural,Vijaypur,Sheopur ,1,-1.137319811,2,-1.308361618
451379,Rural,Vijaypur,Sheopur ,1,-1.140371406,3,-0.5437642037
451380,Rural,Vijaypur,Sheopur ,1,-1.233826765,1,-2.22299874
451381,Rural,Vijaypur,Sheopur ,2,-0.9751103399,2,-1.467826207
451382,Rural,Vijaypur,Sheopur ,2,-0.9792922761,4,-0.1166621031
451383,Rural,Vijaypur,Sheopur ,1,-1.233826765,1,-2.552525598
451384,Rural,Vijaypur,Sheopur ,2,-1.057840975,1,-1.948707218
451385,Rural,Vijaypur,Sheopur ,1,-1.187519154,1,-2.246859045
451386,Rural,Vijaypur,Sheopur ,1,-1.20080922,2,-1.574539007
451387,Rural,Vijaypur,Sheopur ,2,-1.124548949,3,-0.6910202887
451388,Rural,Vijaypur,Sheopur ,3,-0.848698959,1,-1.968912258
451389,Rural,Vijaypur,Sheopur ,2,-1.124391728,2,-1.095821232
451390,Rural,Vijaypur,Sheopur ,4,-0.5176065953,2,-1.244444723
451391,Rural,Vijaypur,Sheopur ,1,-1.233826765,1,-2.64308719
451392,Rural,Vijaypur,Sheopur ,3,-0.8727844239,2,-1.028248468
451393,Rural,Vijaypur,Sheopur ,1,-1.233826765,1,-2.180400319
451394,Rural,Vijaypur,Sheopur ,1,-1.164576755,1,-1.828003996
451395,Rural,Vijaypur,Sheopur ,1,-1.21178629,1,-1.967680965
451396,Rural,Vijaypur,Sheopur ,1,-1.151743976,1,-1.852494865
451398,Rural,Vijaypur,Sheopur ,1,-1.167160884,2,-1.571472045
451399,Rural,Vijaypur,Sheopur ,1,-1.233826765,1,-2.049223193
451400,Rural,Vijaypur,Sheopur ,2,-0.9662891501,2,-1.462716611
451401,Rural,Vijaypur,Sheopur ,1,-1.145963885,3,-0.8278808793
451402,Rural,Vijaypur,Sheopur ,3,-0.904807428,3,-0.6476549003
451403,Rural,Vijaypur,Sheopur ,1,-1.213632189,2,-1.382170737
451404,Rural,Vijaypur,Sheopur ,1,-1.227795081,2,-1.553659492
451405,Rural,Vijaypur,Sheopur ,1,-1.19742606,2,-1.31573416
451406,Rural,Vijaypur,Sheopur ,1,-1.233826765,1,-2.091813264
451407,Rural,Vijaypur,Sheopur ,1,-1.229753235,1,-1.908105703
451408,Rural,Vijaypur,Sheopur ,2,-1.080059279,3,-0.9501823358
451409,Rural,Vijaypur,Sheopur ,1,-1.233826765,1,-1.910590545
451410,Rural,Vijaypur,Sheopur ,1,-1.233826765,1,-2.120789959
451411,Rural,Vijaypur,Sheopur ,1,-1.233826765,3,-0.8013803512
451412,Rural,Vijaypur,Sheopur ,1,-1.19512823,1,-1.649961821
451413,Rural,Vijaypur,Sheopur ,1,-1.233826765,1,-1.718128803
451414,Rural,Vijaypur,Sheopur ,1,-1.191604973,3,-0.5509552377
451415,Rural,Vijaypur,Sheopur ,1,-1.197164995,2,-1.413813128
451416,Rural,Vijaypur,Sheopur ,1,-1.233826765,2,-1.615561436
451417,Rural,Vijaypur,Sheopur ,1,-1.233826765,2,-1.08726508
451418,Rural,Vijaypur,Sheopur ,1,-1.233826765,1,-1.66973862
451420,Rural,Vijaypur,Sheopur ,1,-1.233826765,1,-3.044170475
451421,Rural,Vijaypur,Sheopur ,2,-1.06070174,1,-2.566678699
451422,Rural,Vijaypur,Sheopur ,1,-1.205312055,1,-1.72132064
451423,Rural,Vijaypur,Sheopur ,1,-1.233826765,1,-2.17600935
451425,Rural,Vijaypur,Sheopur ,2,-1.050319234,2,-1.361146465
451426,Rural,Vijaypur,Sheopur ,1,-1.233826765,1,-2.295198707
451427,Rural,Vijaypur,Sheopur ,1,-1.215574491,2,-1.406439293
451429,Rural,Vijaypur,Sheopur ,1,-1.209767317,1,-1.672009906
451430,Rural,Vijaypur,Sheopur ,1,-1.233826765,1,-2.245232165
451431,Rural,Vijaypur,Sheopur ,1,-1.159679916,1,-2.043154397
451432,Rural,Vijaypur,Sheopur ,1,-1.233826765,1,-1.981866026
451433,Rural,Vijaypur,Sheopur ,1,-1.233826765,1,-2.165828091
451434,Rural,Vijaypur,Sheopur ,1,-1.197649602,1,-1.873056188
451435,Rural,Vijaypur,Sheopur ,3,-0.8366934957,2,-1.035492916
451436,Rural,Vijaypur,Sheopur ,1,-1.21956941,1,-2.149902446
451437,Rural,Vijaypur,Sheopur ,1,-1.171499357,2,-1.228074014
451438,Rural,Vijaypur,Sheopur ,1,-1.169648611,3,-0.9111049982
451439,Rural,Vijaypur,Sheopur ,2,-1.109525417,1,-2.279416907
451440,Rural,Vijaypur,Sheopur ,3,-0.9094784281,1,-1.683696613
451441,Rural,Vijaypur,Sheopur ,1,-1.233826765,1,-1.635968942
451442,Rural,Vijaypur,Sheopur ,1,-1.177527164,3,-0.6024765036
451443,Rural,Vijaypur,Sheopur ,4,-0.001826957543,4,0.3051578319
451444,Rural,Vijaypur,Sheopur ,1,-1.233826765,1,-2.351424153
451445,Rural,Vijaypur,Sheopur ,1,-1.199647219,2,-1.067066078
451447,Rural,Vijaypur,Sheopur ,4,-0.2760044986,2,-1.401304796
451448,Rural,Vijaypur,Sheopur ,3,-0.8658911407,2,-1.324799554
451449,Rural,Vijaypur,Sheopur ,1,-1.233826765,1,-2.824990284
451451,Rural,Vijaypur,Sheopur ,1,-1.20734882,2,-1.380326631
451452,Rural,Vijaypur,Sheopur ,2,-1.115011484,1,-1.873015892
451453,Rural,Vijaypur,Sheopur ,2,-1.025426504,1,-1.893521157
451454,Rural,Vijaypur,Sheopur ,4,-0.1206312371,1,-1.769430039
451457,Rural,Vijaypur,Sheopur ,1,-1.209800963,1,-2.854480722
451458,Rural,Vijaypur,Sheopur ,1,-1.221813864,1,-1.89675116
451459,Rural,Vijaypur,Sheopur ,2,-1.132496345,3,-0.8805840633
451460,Rural,Vijaypur,Sheopur ,2,-1.092062614,3,-0.5177891161
451461,Rural,Vijaypur,Sheopur ,1,-1.233826765,1,-2.206452636
451462,Rural,Vijaypur,Sheopur ,1,-1.233826765,1,-2.172351243
451463,Rural,Vijaypur,Sheopur ,4,-0.4004316906,2,-1.179181576
451464,Rural,Vijaypur,Sheopur ,2,-1.005273015,1,-1.980901096
451465,Rural,Vijaypur,Sheopur ,1,-1.206635845,1,-1.744695508
451466,Rural,Vijaypur,Sheopur ,1,-1.233826765,1,-2.922352689
802078,Urban,Vijaypur,Sheopur ,5,1.500330447,5,1.660022585
802078,Urban,Vijaypur,Sheopur ,5,1.398057949,4,0.9944218035
802078,Urban,Vijaypur,Sheopur ,5,2.867921798,5,2.091715338
802078,Urban,Vijaypur,Sheopur ,4,-0.3218814116,3,-0.284899803
802078,Urban,Vijaypur,Sheopur ,5,1.466119035,4,0.7543006614
802078,Urban,Vijaypur,Sheopur ,4,0.4217119994,4,0.2269087318
802078,Urban,Vijaypur,Sheopur ,5,1.438875716,4,0.9752502164
802078,Urban,Vijaypur,Sheopur ,4,-0.4037541302,4,-0.0421034558
802078,Urban,Vijaypur,Sheopur ,5,5.621500846,5,4.955228756
802078,Urban,Vijaypur,Sheopur ,5,1.305340581,5,2.405879018
802078,Urban,Vijaypur,Sheopur ,5,2.871498557,5,4.644072124
802078,Urban,Vijaypur,Sheopur ,5,1.352919872,5,4.314712607
802078,Urban,Vijaypur,Sheopur ,5,3.020451571,5,2.947875991
802078,Urban,Vijaypur,Sheopur ,5,3.662557321,5,4.580978354
802078,Urban,Vijaypur,Sheopur ,5,0.9090984215,4,0.4083210161
802078,Urban,Vijaypur,Sheopur ,5,1.562731124,5,2.423374862
451467,Rural,Beerpur,Sheopur ,3,-0.5923243998,1,-2.120736397
451468,Rural,Beerpur,Sheopur ,1,-1.233826765,1,-1.661673126
451469,Rural,Beerpur,Sheopur ,1,-1.197636658,3,-0.8296169636
451470,Rural,Beerpur,Sheopur ,1,-1.229805642,2,-1.595070894
451471,Rural,Beerpur,Sheopur ,1,-1.229779439,1,-2.280645492
451472,Rural,Beerpur,Sheopur ,1,-1.213590133,1,-2.200678068
451473,Rural,Beerpur,Sheopur ,1,-1.233826765,2,-1.249822076
451474,Rural,Beerpur,Sheopur ,1,-1.233826765,2,-1.576432097
451475,Rural,Beerpur,Sheopur ,1,-1.233826765,1,-3.366330095
451476,Rural,Beerpur,Sheopur ,1,-1.233826765,1,-2.157306518
451477,Rural,Beerpur,Sheopur ,1,-1.233826765,1,-3.090286231
451478,Rural,Beerpur,Sheopur ,1,-1.233826765,1,-2.220571513
451479,Rural,Beerpur,Sheopur ,1,-1.233826765,1,-3.069928444
451480,Rural,Beerpur,Sheopur ,3,-0.5543144278,2,-1.330416047
451481,Rural,Beerpur,Sheopur ,3,-0.6451609523,1,-2.647299539
451485,Rural,Beerpur,Sheopur ,1,-1.233826765,1,-1.778764101
451486,Rural,Beerpur,Sheopur ,1,-1.233826765,1,-3.030101262
451489,Rural,Beerpur,Sheopur ,3,-0.7555629122,4,0.4278140879
451490,Rural,Beerpur,Sheopur ,1,-1.233826765,2,-1.572035702
451491,Rural,Beerpur,Sheopur ,1,-1.193615534,1,-2.033864331
451492,Rural,Beerpur,Sheopur ,1,-1.233826765,2,-1.484840071
451493,Rural,Beerpur,Sheopur ,2,-1.07795756,3,-0.6126308913
451494,Rural,Beerpur,Sheopur ,4,-0.2366802486,2,-1.371282153
451495,Rural,Beerpur,Sheopur ,3,-0.7648267537,3,-0.6415494809
451496,Rural,Beerpur,Sheopur ,1,-1.233826765,1,-2.163419045
451497,Rural,Beerpur,Sheopur ,2,-1.023203834,1,-1.706927817
451498,Rural,Beerpur,Sheopur ,2,-1.055807871,1,-1.648584003
451499,Rural,Beerpur,Sheopur ,1,-1.233826765,1,-2.055754021
451500,Rural,Beerpur,Sheopur ,1,-1.214104971,2,-1.463027881
451501,Rural,Beerpur,Sheopur ,2,-1.130736086,3,-0.455081794
451502,Rural,Beerpur,Sheopur ,1,-1.233826765,1,-1.837360258
451504,Rural,Beerpur,Sheopur ,2,-1.112362866,1,-1.999482094
451506,Rural,Beerpur,Sheopur ,1,-1.233826765,1,-2.001117942
451507,Rural,Beerpur,Sheopur ,2,-1.050517915,1,-1.692410631
451508,Rural,Beerpur,Sheopur ,3,-0.7592605197,1,-2.411832326
451509,Rural,Beerpur,Sheopur ,3,-0.7902480445,1,-1.942056259
451511,Rural,Beerpur,Sheopur ,2,-1.057919922,1,-1.921299832
451512,Rural,Beerpur,Sheopur ,1,-1.233826765,1,-2.821690154
451513,Rural,Beerpur,Sheopur ,3,-0.7018968758,3,-0.8513909782
451514,Rural,Beerpur,Sheopur ,2,-1.105436811,2,-1.450932315
451515,Rural,Beerpur,Sheopur ,2,-0.9988339378,3,-0.8329617418
451516,Rural,Beerpur,Sheopur ,2,-0.9376539398,2,-1.22128681
451517,Rural,Beerpur,Sheopur ,1,-1.135721404,4,0.2580563267
451520,Rural,Beerpur,Sheopur ,2,-1.071607499,2,-1.354460771
451521,Rural,Beerpur,Sheopur ,1,-1.233826765,1,-2.544526254
451522,Rural,Beerpur,Sheopur ,3,-0.8533677537,3,-0.7636038679
451523,Rural,Beerpur,Sheopur ,2,-1.085586032,3,-0.4780096669
451524,Rural,Beerpur,Sheopur ,1,-1.183342749,1,-2.192829346
451525,Rural,Beerpur,Sheopur ,3,-0.7274768909,3,-0.6699698593
451526,Rural,Beerpur,Sheopur ,2,-1.114863648,1,-1.793588143
451527,Rural,Beerpur,Sheopur ,5,1.012368814,4,0.5035562344
451528,Rural,Beerpur,Sheopur ,3,-0.7457755219,3,-0.9979180971
451529,Rural,Beerpur,Sheopur ,3,-0.8570518838,3,-0.9578873325
451530,Rural,Beerpur,Sheopur ,1,-1.183300692,2,-1.082765686
451535,Rural,Beerpur,Sheopur ,1,-1.233826765,1,-2.752723118
451539,Rural,Beerpur,Sheopur ,1,-1.176601055,3,-0.8556801375
451540,Rural,Beerpur,Sheopur ,1,-1.233826765,1,-1.876262076
451541,Rural,Beerpur,Sheopur ,2,-0.9353129697,4,0.1157747035
451543,Rural,Beerpur,Sheopur ,1,-1.159723558,1,-1.628536193
451544,Rural,Beerpur,Sheopur ,4,-0.1229605505,4,0.286435723
451546,Rural,Beerpur,Sheopur ,2,-1.122854453,1,-1.900232964
451548,Rural,Beerpur,Sheopur ,2,-0.9393426471,1,-1.712764075
451550,Rural,Beerpur,Sheopur ,1,-1.233826765,1,-2.257380367
451551,Rural,Beerpur,Sheopur ,1,-1.217742273,1,-2.153267498
451552,Rural,Beerpur,Sheopur ,1,-1.233826765,2,-1.615561436
451553,Rural,Beerpur,Sheopur ,5,0.7683234655,1,-2.830005779
451558,Rural,Sheopur,Sheopur ,1,-1.161586822,1,-2.013762177
451559,Rural,Sheopur,Sheopur ,4,-0.3212285489,2,-1.088670502
451560,Rural,Sheopur,Sheopur ,4,-0.1966256591,3,-0.5200895598
451561,Rural,Sheopur,Sheopur ,3,-0.5657070158,1,-2.038044898
451562,Rural,Sheopur,Sheopur ,4,0.100067999,4,-0.08137157385
451563,Rural,Sheopur,Sheopur ,3,-0.7490716482,3,-0.7652746824
451564,Rural,Sheopur,Sheopur ,1,-1.221606175,1,-1.805478624
451565,Rural,Sheopur,Sheopur ,3,-0.9027482556,2,-1.190059562
451566,Rural,Sheopur,Sheopur ,1,-1.155484245,3,-0.3720302538
451567,Rural,Sheopur,Sheopur ,2,-1.008092902,2,-1.515669039
451568,Rural,Sheopur,Sheopur ,2,-0.9918263268,2,-1.602960023
451569,Rural,Sheopur,Sheopur ,3,-0.9130741904,4,-0.06830013131
451570,Rural,Sheopur,Sheopur ,1,-1.233826765,1,-1.692703141
451571,Rural,Sheopur,Sheopur ,1,-1.233826765,2,-1.557204223
451572,Rural,Sheopur,Sheopur ,1,-1.233826765,1,-2.445872027
451573,Rural,Sheopur,Sheopur ,1,-1.233826765,1,-2.989711131
451574,Rural,Sheopur,Sheopur ,2,-1.027796907,3,-0.6073550017
451575,Rural,Sheopur,Sheopur ,2,-1.039806299,3,-0.6332389907
451576,Rural,Sheopur,Sheopur ,2,-1.103698791,3,-0.4398747214
451577,Rural,Sheopur,Sheopur ,4,-0.5010800688,3,-0.4773552669
451578,Rural,Sheopur,Sheopur ,2,-0.9250888912,2,-1.199417279
451579,Rural,Sheopur,Sheopur ,2,-1.075760426,4,0.2439199631
451580,Rural,Sheopur,Sheopur ,1,-1.154759764,3,-0.4423354128
451581,Rural,Sheopur,Sheopur ,2,-1.068940133,2,-1.211312391
451582,Rural,Sheopur,Sheopur ,2,-1.053731273,1,-2.155771921
451583,Rural,Sheopur,Sheopur ,2,-1.106993169,3,-0.9899350527
451584,Rural,Sheopur,Sheopur ,1,-1.233826765,4,0.1904102051
451585,Rural,Sheopur,Sheopur ,2,-1.001557263,3,-0.816963319
451586,Rural,Sheopur,Sheopur ,3,-0.659168795,3,-0.4341130581
451587,Rural,Sheopur,Sheopur ,3,-0.8312609518,3,-0.7677378025
451589,Rural,Sheopur,Sheopur ,3,-0.7944928056,3,-0.9406261861
451590,Rural,Sheopur,Sheopur ,2,-1.031905896,3,-0.4696977074
451591,Rural,Sheopur,Sheopur ,1,-1.233826765,1,-2.650048505
451592,Rural,Sheopur,Sheopur ,3,-0.7150532193,3,-0.7878613879
451593,Rural,Sheopur,Sheopur ,3,-0.8808994876,2,-1.253491006
451594,Rural,Sheopur,Sheopur ,3,-0.8303435906,4,-0.1174290793
451596,Rural,Sheopur,Sheopur ,1,-1.145732155,2,-1.448408238
451597,Rural,Sheopur,Sheopur ,4,-0.3045160759,2,-1.525042063
451599,Rural,Sheopur,Sheopur ,3,-0.8340049776,1,-2.258761745
451600,Rural,Sheopur,Sheopur ,3,-0.9059413758,1,-2.33719513
451601,Rural,Sheopur,Sheopur ,3,-0.720326219,2,-1.150559826
451602,Rural,Sheopur,Sheopur ,4,-0.548150647,2,-1.044157882
451603,Rural,Sheopur,Sheopur ,4,0.6122410386,4,0.1252939908
451604,Rural,Sheopur,Sheopur ,3,-0.700564626,4,1.046880796
451606,Rural,Sheopur,Sheopur ,1,-1.21956941,1,-1.821628111
451607,Rural,Sheopur,Sheopur ,3,-0.8757922517,4,-0.1642920447
451608,Rural,Sheopur,Sheopur ,3,-0.7979875719,3,-0.7577698346
451609,Rural,Sheopur,Sheopur ,3,-0.7366008739,4,0.5584094245
451610,Rural,Sheopur,Sheopur ,3,-0.6010796612,4,0.7142178125
451611,Rural,Sheopur,Sheopur ,2,-1.04366608,2,-1.619036
451612,Rural,Sheopur,Sheopur ,1,-1.148905368,1,-1.785710753
451613,Rural,Sheopur,Sheopur ,1,-1.148558791,4,0.9534666842
451614,Rural,Sheopur,Sheopur ,3,-0.8143783664,4,-0.1694489303
451615,Rural,Sheopur,Sheopur ,4,0.2837264718,5,1.270504087
451616,Rural,Sheopur,Sheopur ,3,-0.7058747113,4,-0.1658304613
451618,Rural,Sheopur,Sheopur ,5,3.152149186,5,1.861336759
451619,Rural,Sheopur,Sheopur ,3,-0.8793272793,4,0.1764684012
451620,Rural,Sheopur,Sheopur ,3,-0.8004808856,4,-0.05256941044
451621,Rural,Sheopur,Sheopur ,4,-0.3730230816,4,-0.08785280694
451622,Rural,Sheopur,Sheopur ,3,-0.800180953,3,-0.3792313761
451623,Rural,Sheopur,Sheopur ,3,-0.9087734438,3,-0.7099469299
451624,Rural,Sheopur,Sheopur ,1,-1.196924803,3,-0.5894048604
451625,Rural,Sheopur,Sheopur ,1,-1.233826765,1,-3.090286231
451626,Rural,Sheopur,Sheopur ,4,-0.3981097398,1,-1.76186745
451627,Rural,Sheopur,Sheopur ,2,-0.9577216491,3,-0.9144809216
451628,Rural,Sheopur,Sheopur ,4,0.4508232346,2,-1.265085962
451629,Rural,Sheopur,Sheopur ,1,-1.233826765,1,-2.603483534
451630,Rural,Sheopur,Sheopur ,1,-1.166823148,3,-0.6509064833
451631,Rural,Sheopur,Sheopur ,2,-1.129639252,4,-0.07173548884
451632,Rural,Sheopur,Sheopur ,2,-1.026745145,3,-0.7484938895
451633,Rural,Sheopur,Sheopur ,1,-1.233826765,2,-1.226479655
451634,Rural,Sheopur,Sheopur ,3,-0.9124399936,3,-0.9468419401
451635,Rural,Sheopur,Sheopur ,1,-1.233826765,1,-2.021994225
451636,Rural,Sheopur,Sheopur ,2,-0.9391995729,4,-0.02546393498
451637,Rural,Sheopur,Sheopur ,3,-0.7019139516,4,0.7327811503
451638,Rural,Sheopur,Sheopur ,4,-0.3744337502,5,1.694171745
451639,Rural,Sheopur,Sheopur ,1,-1.166508728,1,-1.65841779
451640,Rural,Sheopur,Sheopur ,2,-0.9838967482,4,1.204434908
451641,Rural,Sheopur,Sheopur ,3,-0.5535423268,5,1.239557597
451642,Rural,Sheopur,Sheopur ,5,0.7683234655,3,-0.8407927981
451643,Rural,Sheopur,Sheopur ,2,-1.036963921,3,-0.488298313
451644,Rural,Sheopur,Sheopur ,5,0.7083818091,3,-0.8407927981
451645,Rural,Sheopur,Sheopur ,4,-0.5085891577,3,-0.4316863569
451646,Rural,Sheopur,Sheopur ,2,-1.040071404,4,0.1637151624
451647,Rural,Sheopur,Sheopur ,1,-1.137355081,3,-0.4764267662
451648,Rural,Sheopur,Sheopur ,3,-0.7330974565,4,-0.01470015411
451649,Rural,Sheopur,Sheopur ,3,-0.7607132206,3,-0.7628910371
451650,Rural,Sheopur,Sheopur ,3,-0.6509534092,3,-0.2930999773
451651,Rural,Sheopur,Sheopur ,1,-1.143106513,4,0.3534787896
451652,Rural,Sheopur,Sheopur ,4,0.06954958832,5,1.313941927
451653,Rural,Sheopur,Sheopur ,5,2.71053204,4,1.185952889
451654,Rural,Sheopur,Sheopur ,3,-0.7709699176,2,-1.067596546
451656,Rural,Sheopur,Sheopur ,2,-1.096538751,4,0.1728991863
451657,Rural,Sheopur,Sheopur ,4,0.06299902502,4,0.635051087
451658,Rural,Sheopur,Sheopur ,4,-0.3859923125,4,0.5209154714
451659,Rural,Sheopur,Sheopur ,4,-0.538972136,3,-0.8973333569
451660,Rural,Sheopur,Sheopur ,5,1.569709896,5,6.96957285
451661,Rural,Sheopur,Sheopur ,2,-0.9252720137,3,-0.4508003995
451663,Rural,Sheopur,Sheopur ,2,-1.078998203,3,-0.5380098565
451664,Rural,Sheopur,Sheopur ,3,-0.641430556,2,-1.473997342
451665,Rural,Sheopur,Sheopur ,5,0.7630702228,5,2.453954331
451666,Rural,Sheopur,Sheopur ,1,-1.233826765,2,-1.533894612
451667,Rural,Sheopur,Sheopur ,2,-0.9301111374,4,0.1848913112
451668,Rural,Sheopur,Sheopur ,1,-1.167791674,1,-2.224135505
451669,Rural,Sheopur,Sheopur ,5,2.310101994,4,0.2568690144
451670,Rural,Sheopur,Sheopur ,2,-1.038662881,2,-1.402715226
451671,Rural,Sheopur,Sheopur ,1,-1.233826765,1,-2.184310027
451672,Rural,Sheopur,Sheopur ,4,-0.1434792665,2,-1.289737072
451673,Rural,Sheopur,Sheopur ,5,0.8218769658,5,2.348096772
451674,Rural,Sheopur,Sheopur ,2,-0.9824238359,5,2.23978241
451675,Rural,Sheopur,Sheopur ,2,-1.012942672,4,-0.1050667193
451676,Rural,Sheopur,Sheopur ,2,-1.07557288,5,1.574241696
451677,Rural,Sheopur,Sheopur ,4,-0.50285097,4,0.3280413297
451678,Rural,Sheopur,Sheopur ,4,0.09905648841,4,1.192931902
451679,Rural,Sheopur,Sheopur ,2,-1.05428428,3,-0.71633845
451680,Rural,Sheopur,Sheopur ,3,-0.6300800255,4,0.07514502786
451681,Rural,Sheopur,Sheopur ,4,-0.268849079,4,0.7913647823
451682,Rural,Sheopur,Sheopur ,2,-1.087939585,4,-0.07596731885
451683,Rural,Sheopur,Sheopur ,3,-0.808811726,4,0.2530436959
451684,Rural,Sheopur,Sheopur ,2,-1.012628266,4,0.3442847019
451686,Rural,Sheopur,Sheopur ,3,-0.7911927517,4,0.4961282549
451687,Rural,Sheopur,Sheopur ,2,-1.067987058,4,0.3198400531
451688,Rural,Sheopur,Sheopur ,2,-1.094133832,4,-0.07582219936
451689,Rural,Sheopur,Sheopur ,4,0.1875488536,4,1.199862765
451690,Rural,Sheopur,Sheopur ,1,-1.233826765,4,0.9570575775
451691,Rural,Sheopur,Sheopur ,3,-0.6379000861,5,2.684434869
451692,Rural,Sheopur,Sheopur ,5,1.040182477,5,1.993741112
451693,Rural,Sheopur,Sheopur ,1,-1.233826765,4,-0.1401485406
451694,Rural,Sheopur,Sheopur ,2,-1.115573732,4,-0.05286020842
451695,Rural,Sheopur,Sheopur ,1,-1.185722062,3,-0.4529555031
451696,Rural,Sheopur,Sheopur ,1,-1.168104603,4,0.008388411989
451697,Rural,Sheopur,Sheopur ,3,-0.7465677453,3,-0.7169756078
451698,Rural,Sheopur,Sheopur ,1,-1.183329343,3,-0.3984241678
451699,Rural,Sheopur,Sheopur ,1,-1.233826765,4,0.488990958
451700,Rural,Sheopur,Sheopur ,2,-1.129155614,2,-1.136841632
451701,Rural,Sheopur,Sheopur ,4,0.6175351659,4,1.082297271
451702,Rural,Sheopur,Sheopur ,2,-1.106024725,2,-1.132180407
451703,Rural,Sheopur,Sheopur ,2,-1.116892448,2,-1.220237195
451704,Rural,Sheopur,Sheopur ,2,-1.126033523,2,-1.081810911
451705,Rural,Sheopur,Sheopur ,2,-0.9557766362,4,-0.1982288632
451706,Rural,Sheopur,Sheopur ,2,-1.069950155,1,-1.914137675
451707,Rural,Sheopur,Sheopur ,1,-1.217809564,3,-0.6120984085
451708,Rural,Sheopur,Sheopur ,4,-0.5384838252,4,0.6302437667
451709,Rural,Sheopur,Sheopur ,2,-1.080625576,4,0.1466415905
451710,Rural,Sheopur,Sheopur ,1,-1.233826765,2,-1.419954718
451711,Rural,Sheopur,Sheopur ,1,-1.135410185,3,-0.6873607568
451712,Rural,Sheopur,Sheopur ,2,-1.041807663,4,-0.04553946591
451713,Rural,Sheopur,Sheopur ,3,-0.7249888408,4,1.151399168
451714,Rural,Sheopur,Sheopur ,2,-0.9958876029,4,0.6974150899
451715,Rural,Sheopur,Sheopur ,2,-0.9670100011,5,1.397298569
451716,Rural,Sheopur,Sheopur ,4,-0.03669447038,2,-1.113043001
451717,Rural,Sheopur,Sheopur ,3,-0.8673677634,4,0.09357592778
451718,Rural,Sheopur,Sheopur ,4,0.430867992,5,1.448670122
451719,Rural,Sheopur,Sheopur ,2,-1.134403713,4,-0.131703912
451720,Rural,Sheopur,Sheopur ,2,-1.132889321,2,-1.607696577
451721,Rural,Sheopur,Sheopur ,3,-0.6411478977,3,-0.4424790397
451722,Rural,Sheopur,Sheopur ,2,-0.934350009,4,0.899844805
451723,Rural,Sheopur,Sheopur ,4,-0.3141064883,4,0.6064126209
451724,Rural,Sheopur,Sheopur ,3,-0.5648226366,4,1.177714446
451725,Rural,Sheopur,Sheopur ,3,-0.5671107386,1,-1.820194834
451726,Rural,Sheopur,Sheopur ,5,1.172606345,5,2.659324566
451727,Rural,Sheopur,Sheopur ,4,0.0891919034,4,0.346585397
451728,Rural,Sheopur,Sheopur ,4,-0.1076589171,4,0.5899621423
451729,Rural,Sheopur,Sheopur ,4,-0.3438506894,4,-0.01807531269
451730,Rural,Sheopur,Sheopur ,2,-1.107161388,2,-1.440434006
802079,Urban,Sheopur,Sheopur ,5,3.408021064,5,3.682619151
802079,Urban,Sheopur,Sheopur ,5,4.129827716,5,3.236381725
802079,Urban,Sheopur,Sheopur ,5,3.382277608,5,2.989270726
802079,Urban,Sheopur,Sheopur ,5,5.186327004,5,4.805350637
802079,Urban,Sheopur,Sheopur ,5,5.83229872,5,5.821151603
802079,Urban,Sheopur,Sheopur ,5,4.353698906,5,5.530798633
802079,Urban,Sheopur,Sheopur ,5,2.858383623,5,4.355973664
802079,Urban,Sheopur,Sheopur ,5,2.484010885,5,2.263730552
802079,Urban,Sheopur,Sheopur ,5,4.690664057,5,7.333425642
802079,Urban,Sheopur,Sheopur ,5,4.939971429,5,6.977902181
802079,Urban,Sheopur,Sheopur ,5,4.487543204,5,4.906665643
802079,Urban,Sheopur,Sheopur ,5,2.766978474,5,2.330175266
802079,Urban,Sheopur,Sheopur ,5,3.117143244,5,3.025413619
802079,Urban,Sheopur,Sheopur ,5,3.524024936,5,3.729060424
802079,Urban,Sheopur,Sheopur ,5,4.175923262,5,4.290704765
802079,Urban,Sheopur,Sheopur ,5,2.044058439,5,1.976352502
802079,Urban,Sheopur,Sheopur ,5,2.19939841,5,2.662196474
802079,Urban,Sheopur,Sheopur ,5,5.634822496,5,5.605251142
802079,Urban,Sheopur,Sheopur ,5,3.554419139,5,3.409850938
