Town code/village code,Rural/Urban,Tehsil Name,District,sanitation_quantile,Sanitation_index,wealth_index_quantile,wealth_index
452984,Rural,Bhind,Bhind,3,-0.5934806269,3,-0.3441239538
452985,Rural,Bhind,Bhind,4,-0.3685919366,2,-1.063634678
452986,Rural,Bhind,Bhind,5,0.7195169959,5,1.278725455
452987,Rural,Bhind,Bhind,3,-0.6998227993,1,-1.997584266
452989,Rural,Bhind,Bhind,3,-0.6490775449,3,-0.8407638205
452990,Rural,Bhind,Bhind,4,-0.03455611208,4,0.6789177472
452991,Rural,Bhind,Bhind,4,-0.02787749254,5,1.271847114
452992,Rural,Bhind,Bhind,4,0.2985494337,4,0.7715949924
452993,Rural,Bhind,Bhind,3,-0.790207625,1,-1.803971264
452994,Rural,Bhind,Bhind,3,-0.8709795371,2,-1.137416012
452995,Rural,Bhind,Bhind,2,-0.9442308791,3,-0.8679727651
452996,Rural,Bhind,Bhind,3,-0.6312817346,3,-0.7382277824
452997,Rural,Bhind,Bhind,4,-0.1327523676,3,-0.3451310755
452998,Rural,Bhind,Bhind,1,-1.193615534,1,-1.900186213
452999,Rural,Bhind,Bhind,1,-1.211803113,1,-2.181961135
453000,Rural,Bhind,Bhind,2,-1.118886707,2,-1.378754399
453001,Rural,Bhind,Bhind,1,-1.18935858,1,-2.574152301
453002,Rural,Bhind,Bhind,3,-0.7059323622,1,-2.018947015
453003,Rural,Bhind,Bhind,1,-1.233826765,1,-2.518188212
453006,Rural,Bhind,Bhind,1,-1.233826765,1,-2.265551663
453007,Rural,Bhind,Bhind,3,-0.7994694192,2,-1.069778629
453008,Rural,Bhind,Bhind,2,-1.024936766,1,-1.7049826
453009,Rural,Bhind,Bhind,3,-0.7656677652,3,-0.8828943669
453010,Rural,Bhind,Bhind,4,-0.0493352332,3,-0.3029714805
453011,Rural,Bhind,Bhind,3,-0.8183801048,2,-1.26079394
453012,Rural,Bhind,Bhind,2,-0.9890487171,1,-2.003747021
453013,Rural,Bhind,Bhind,3,-0.8040479598,2,-1.567945912
453014,Rural,Bhind,Bhind,3,-0.8641112407,2,-1.159699198
453015,Rural,Bhind,Bhind,2,-0.9276645235,3,-0.6128358466
453016,Rural,Bhind,Bhind,3,-0.6952110509,3,-0.3189939378
453017,Rural,Bhind,Bhind,1,-1.20044957,1,-1.961044841
453018,Rural,Bhind,Bhind,3,-0.6898397658,2,-1.344474597
453019,Rural,Bhind,Bhind,4,-0.19646977,3,-0.416954635
453020,Rural,Bhind,Bhind,3,-0.707608937,2,-1.038789577
453021,Rural,Bhind,Bhind,3,-0.7754187319,3,-0.8336292213
453022,Rural,Bhind,Bhind,5,0.6947224966,2,-1.38108938
453023,Rural,Bhind,Bhind,1,-1.169623377,1,-1.935031808
453024,Rural,Bhind,Bhind,2,-1.014749319,2,-1.028770145
453025,Rural,Bhind,Bhind,1,-1.145408647,1,-1.893305239
453026,Rural,Bhind,Bhind,1,-1.189594411,2,-1.489463236
453027,Rural,Bhind,Bhind,2,-0.9457539019,1,-1.811242601
453028,Rural,Bhind,Bhind,3,-0.9051968644,1,-1.681397079
453029,Rural,Bhind,Bhind,3,-0.5624926679,2,-1.210483105
453030,Rural,Bhind,Bhind,3,-0.8887088003,2,-1.052154698
453031,Rural,Bhind,Bhind,2,-1.050853944,1,-2.348807551
453032,Rural,Bhind,Bhind,1,-1.157475894,2,-1.495632006
453033,Rural,Bhind,Bhind,2,-1.010722751,1,-1.962421671
453034,Rural,Bhind,Bhind,3,-0.8687621729,2,-1.100595396
453035,Rural,Bhind,Bhind,1,-1.20371881,1,-1.984710483
453036,Rural,Bhind,Bhind,1,-1.173509919,1,-2.096658053
453037,Rural,Bhind,Bhind,3,-0.8345639225,3,-0.812505563
453038,Rural,Bhind,Bhind,1,-1.233826765,2,-1.52217816
453039,Rural,Bhind,Bhind,2,-0.9284817134,2,-1.565920903
453040,Rural,Bhind,Bhind,3,-0.9171654866,4,0.5490615111
453041,Rural,Bhind,Bhind,3,-0.6461090624,3,-0.6254116465
453042,Rural,Bhind,Bhind,2,-0.93283843,2,-1.418221098
453043,Rural,Bhind,Bhind,2,-1.084980515,1,-1.915020729
453044,Rural,Bhind,Bhind,1,-1.233826765,1,-2.78380439
802089,Urban,Bhind,Bhind,5,1.989661398,5,1.793585704
802089,Urban,Bhind,Bhind,4,-0.1499537518,4,0.02913411538
802089,Urban,Bhind,Bhind,4,0.6462564471,4,0.6635641396
802089,Urban,Bhind,Bhind,5,1.769824605,4,0.9990499434
802089,Urban,Bhind,Bhind,5,0.9469214989,4,0.1676023226
802089,Urban,Bhind,Bhind,5,2.084867775,5,2.043968277
802089,Urban,Bhind,Bhind,4,0.3264589821,4,0.02542898566
802089,Urban,Bhind,Bhind,5,3.213132453,4,1.130320305
802089,Urban,Bhind,Bhind,5,1.248403185,3,-0.3664258934
802089,Urban,Bhind,Bhind,5,2.550812208,5,2.616330278
802089,Urban,Bhind,Bhind,5,3.441192408,5,2.217763139
802089,Urban,Bhind,Bhind,5,4.67715965,5,3.31229127
802089,Urban,Bhind,Bhind,5,4.059361621,5,6.249356387
802089,Urban,Bhind,Bhind,5,3.06812221,5,2.977675436
802089,Urban,Bhind,Bhind,5,1.881007584,5,2.848580439
802089,Urban,Bhind,Bhind,2,-0.9458448016,2,-1.160764044
802090,Urban,Bhind,Bhind,5,4.362358882,5,4.398359542
802090,Urban,Bhind,Bhind,5,3.634516765,5,4.194015477
802090,Urban,Bhind,Bhind,5,5.229065211,5,6.848036265
802090,Urban,Bhind,Bhind,5,6.064792164,5,6.5076458
802090,Urban,Bhind,Bhind,5,3.645080948,5,2.330142644
802090,Urban,Bhind,Bhind,5,4.734655188,5,5.79396759
802090,Urban,Bhind,Bhind,5,5.630271809,5,6.612082678
802090,Urban,Bhind,Bhind,5,4.102512249,5,4.069047177
802090,Urban,Bhind,Bhind,5,4.821621198,5,6.791241108
802090,Urban,Bhind,Bhind,5,5.024096103,5,6.389709185
802090,Urban,Bhind,Bhind,5,4.006508888,5,3.221629661
802090,Urban,Bhind,Bhind,5,2.059452627,5,1.851172521
802090,Urban,Bhind,Bhind,5,5.822361134,5,6.438528382
802090,Urban,Bhind,Bhind,5,6.271960965,5,6.425810902
802090,Urban,Bhind,Bhind,5,5.805179938,5,5.436170953
802090,Urban,Bhind,Bhind,5,6.464802671,5,5.730031328
802090,Urban,Bhind,Bhind,5,5.746341599,5,4.116722018
802090,Urban,Bhind,Bhind,5,5.688157596,5,5.198840347
802090,Urban,Bhind,Bhind,5,5.222247924,5,3.87764255
802090,Urban,Bhind,Bhind,5,5.368891239,5,5.367088958
802090,Urban,Bhind,Bhind,5,5.755592305,5,3.946871094
802090,Urban,Bhind,Bhind,5,3.673015413,5,4.763791712
802090,Urban,Bhind,Bhind,5,5.487271671,5,5.280610826
802090,Urban,Bhind,Bhind,5,5.140842266,5,5.992521984
802090,Urban,Bhind,Bhind,5,1.501684109,5,1.750721466
802090,Urban,Bhind,Bhind,5,3.466019517,5,4.377590733
802090,Urban,Bhind,Bhind,5,3.392985557,5,1.545585088
802090,Urban,Bhind,Bhind,5,4.367540817,5,3.226224123
802090,Urban,Bhind,Bhind,5,5.786213647,5,3.968500706
802090,Urban,Bhind,Bhind,5,4.966170441,5,3.678282469
802090,Urban,Bhind,Bhind,5,5.228429923,5,2.195674356
802090,Urban,Bhind,Bhind,5,5.729643975,5,4.470322861
802090,Urban,Bhind,Bhind,5,6.693883055,5,6.517398959
802090,Urban,Bhind,Bhind,5,5.967801858,5,7.046347042
802090,Urban,Bhind,Bhind,5,5.969279229,5,6.471362833
802090,Urban,Bhind,Bhind,5,4.034137363,5,4.679178738
802090,Urban,Bhind,Bhind,5,4.802657717,5,5.784589634
802090,Urban,Bhind,Bhind,5,5.368982614,5,5.889196481
802090,Urban,Bhind,Bhind,5,4.159945257,5,4.938716623
802090,Urban,Bhind,Bhind,5,1.890104826,5,1.813827394
802091,Urban,Bhind,Bhind,4,0.3444924817,4,0.04598341828
802091,Urban,Bhind,Bhind,3,-0.672760599,2,-1.549338613
802091,Urban,Bhind,Bhind,4,0.1659235118,4,0.212260383
802091,Urban,Bhind,Bhind,4,-0.523076742,3,-0.9866450048
802091,Urban,Bhind,Bhind,5,1.518670725,5,1.258667094
802091,Urban,Bhind,Bhind,4,-0.4684084297,4,-0.06091946024
802091,Urban,Bhind,Bhind,5,0.89922911,4,0.05237242119
802091,Urban,Bhind,Bhind,5,2.994116501,4,0.7641258173
802091,Urban,Bhind,Bhind,3,-0.7318314513,5,1.758077637
802091,Urban,Bhind,Bhind,5,2.0500056,4,0.367353629
802091,Urban,Bhind,Bhind,4,0.2085007987,3,-0.858991571
802091,Urban,Bhind,Bhind,5,3.495286481,5,2.251821808
802091,Urban,Bhind,Bhind,4,0.538143138,3,-0.9322589497
802091,Urban,Bhind,Bhind,2,-1.118356186,4,0.3968760017
802091,Urban,Bhind,Bhind,2,-1.115203634,5,1.766822286
802091,Urban,Bhind,Bhind,5,1.197635948,4,0.7607033733
453045,Rural,Mehgaon,Bhind,4,-0.463180174,4,0.2087831232
453046,Rural,Mehgaon,Bhind,3,-0.7322846894,3,-0.9513991148
453047,Rural,Mehgaon,Bhind,3,-0.64730506,4,0.5327956812
453048,Rural,Mehgaon,Bhind,4,-0.4193002387,3,-0.5545248353
453049,Rural,Mehgaon,Bhind,4,-0.137871172,3,-0.5404089619
453050,Rural,Mehgaon,Bhind,2,-0.98881939,3,-0.7709958555
453051,Rural,Mehgaon,Bhind,4,0.02285777438,4,-0.1519314068
453052,Rural,Mehgaon,Bhind,4,-0.4414849911,3,-0.3075004103
453053,Rural,Mehgaon,Bhind,3,-0.7628037358,3,-0.949148362
453054,Rural,Mehgaon,Bhind,3,-0.7948366651,2,-1.099116787
453055,Rural,Mehgaon,Bhind,2,-1.101756582,4,0.03812745281
453056,Rural,Mehgaon,Bhind,3,-0.8790214816,4,0.05383894623
453057,Rural,Mehgaon,Bhind,1,-1.151477855,3,-0.8008273339
453058,Rural,Mehgaon,Bhind,4,-0.4242265435,2,-1.592130228
453059,Rural,Mehgaon,Bhind,4,-0.08063600226,3,-0.5069979714
453060,Rural,Mehgaon,Bhind,4,0.2517346465,4,0.4402019779
453061,Rural,Mehgaon,Bhind,4,0.0703127187,4,1.026806437
453062,Rural,Mehgaon,Bhind,4,-0.2783773747,3,-0.7102970163
453063,Rural,Mehgaon,Bhind,3,-0.7003065706,3,-0.9846068654
453064,Rural,Mehgaon,Bhind,2,-0.9188342547,1,-1.825800569
453065,Rural,Mehgaon,Bhind,3,-0.7071900467,2,-1.159714371
453066,Rural,Mehgaon,Bhind,4,0.570758726,5,1.979124262
453067,Rural,Mehgaon,Bhind,4,-0.2638598346,3,-0.4747189297
453068,Rural,Mehgaon,Bhind,4,-0.393444732,3,-0.3692413276
453069,Rural,Mehgaon,Bhind,4,-0.0949786398,4,0.4861664901
453070,Rural,Mehgaon,Bhind,4,0.0787405169,5,1.733024029
453071,Rural,Mehgaon,Bhind,4,-0.136570698,4,1.102069837
453072,Rural,Mehgaon,Bhind,1,-1.173116867,3,-0.953127453
453073,Rural,Mehgaon,Bhind,3,-0.6677693007,4,0.09586910048
453074,Rural,Mehgaon,Bhind,4,0.282882648,5,2.102694971
453075,Rural,Mehgaon,Bhind,3,-0.7687303595,2,-1.069880269
453076,Rural,Mehgaon,Bhind,3,-0.7750447793,4,-0.07404711042
453077,Rural,Mehgaon,Bhind,4,0.2334512154,3,-0.3192820587
453078,Rural,Mehgaon,Bhind,3,-0.905295914,1,-1.712640545
453079,Rural,Mehgaon,Bhind,5,0.9818692943,4,1.169593716
453080,Rural,Mehgaon,Bhind,3,-0.6193577676,4,-0.2672383529
453081,Rural,Mehgaon,Bhind,2,-0.9752817151,1,-1.958103192
453082,Rural,Mehgaon,Bhind,2,-1.112144934,2,-1.349859536
453083,Rural,Mehgaon,Bhind,3,-0.9164593958,2,-1.155287184
453084,Rural,Mehgaon,Bhind,4,-0.4320661224,3,-0.9427656434
453085,Rural,Mehgaon,Bhind,2,-1.019370607,2,-1.44678527
453086,Rural,Mehgaon,Bhind,1,-1.13557,3,-0.8353861914
453087,Rural,Mehgaon,Bhind,4,-0.3188749121,2,-1.063113851
453088,Rural,Mehgaon,Bhind,2,-1.005393682,2,-1.065181096
453089,Rural,Mehgaon,Bhind,3,-0.8705344452,4,0.4193120523
453090,Rural,Mehgaon,Bhind,1,-1.193301093,2,-1.120207309
453091,Rural,Mehgaon,Bhind,3,-0.8509615151,2,-1.377816234
453092,Rural,Mehgaon,Bhind,2,-0.9249981665,1,-1.621833042
453093,Rural,Mehgaon,Bhind,3,-0.8289349541,2,-1.434234994
453094,Rural,Mehgaon,Bhind,3,-0.8398021193,4,-0.1399008422
453095,Rural,Mehgaon,Bhind,3,-0.8046150964,2,-1.218827057
453096,Rural,Mehgaon,Bhind,4,0.0009763029579,3,-0.6663182397
453097,Rural,Mehgaon,Bhind,3,-0.7216392459,2,-1.315297504
453098,Rural,Mehgaon,Bhind,3,-0.7429392071,4,0.4504939194
453099,Rural,Mehgaon,Bhind,1,-1.207689465,4,0.7365163282
453100,Rural,Mehgaon,Bhind,4,0.2431116724,3,-0.3029233176
453101,Rural,Mehgaon,Bhind,2,-1.004622749,3,-0.3142209407
453102,Rural,Mehgaon,Bhind,2,-1.067375999,1,-2.06415844
453103,Rural,Mehgaon,Bhind,1,-1.185573288,4,0.2422476923
453104,Rural,Mehgaon,Bhind,2,-1.080370626,1,-1.819013528
453105,Rural,Mehgaon,Bhind,3,-0.9128561898,2,-1.390845469
453106,Rural,Mehgaon,Bhind,3,-0.5844153846,5,1.963970251
453107,Rural,Mehgaon,Bhind,3,-0.554904633,4,-0.07454429396
453108,Rural,Mehgaon,Bhind,4,-0.1226861576,2,-1.111677113
453109,Rural,Mehgaon,Bhind,1,-1.193091465,2,-1.349887867
453110,Rural,Mehgaon,Bhind,2,-1.090212181,2,-1.371267915
453111,Rural,Mehgaon,Bhind,4,-0.4337015831,4,0.2878094947
453112,Rural,Mehgaon,Bhind,2,-1.018974253,2,-1.403432378
453113,Rural,Mehgaon,Bhind,2,-1.0902871,1,-1.819737613
453114,Rural,Mehgaon,Bhind,3,-0.8864542578,2,-1.584862035
453115,Rural,Mehgaon,Bhind,4,-0.291204725,3,-0.9552186606
453116,Rural,Mehgaon,Bhind,3,-0.614140689,3,-0.9440528875
453117,Rural,Mehgaon,Bhind,1,-1.205678904,2,-1.092988646
453118,Rural,Mehgaon,Bhind,3,-0.8953701657,1,-1.709383948
453119,Rural,Mehgaon,Bhind,3,-0.7881802408,1,-1.85567799
453120,Rural,Mehgaon,Bhind,1,-1.233826765,1,-2.925113648
453121,Rural,Mehgaon,Bhind,1,-1.15507422,4,0.0135111093
453122,Rural,Mehgaon,Bhind,1,-1.215731712,1,-2.761065293
453123,Rural,Mehgaon,Bhind,2,-1.088854996,3,-0.947828396
453124,Rural,Mehgaon,Bhind,2,-1.057214721,3,-0.5735410607
453125,Rural,Mehgaon,Bhind,3,-0.8327178023,1,-1.679942188
453126,Rural,Mehgaon,Bhind,2,-1.105430675,1,-1.667844079
453127,Rural,Mehgaon,Bhind,3,-0.9172139579,2,-1.318137581
453128,Rural,Mehgaon,Bhind,3,-0.7945108549,2,-1.461937525
453129,Rural,Mehgaon,Bhind,4,0.1764519149,3,-0.8669720285
453130,Rural,Mehgaon,Bhind,2,-0.9509727815,1,-1.707230393
453131,Rural,Mehgaon,Bhind,4,-0.3727872433,2,-1.102006755
453132,Rural,Mehgaon,Bhind,2,-0.9805341887,1,-1.84002824
453133,Rural,Mehgaon,Bhind,5,1.396777561,5,1.47233845
453134,Rural,Mehgaon,Bhind,1,-1.22364294,2,-1.284600655
453135,Rural,Mehgaon,Bhind,1,-1.223816014,1,-1.854490147
453136,Rural,Mehgaon,Bhind,2,-0.9815357603,1,-2.165590378
453137,Rural,Mehgaon,Bhind,3,-0.8956752263,2,-1.417646733
453138,Rural,Mehgaon,Bhind,2,-0.9749156245,3,-0.4704593546
453139,Rural,Mehgaon,Bhind,4,-0.3046597465,4,-0.1853248923
453140,Rural,Mehgaon,Bhind,2,-0.9753559389,2,-1.514257509
453141,Rural,Mehgaon,Bhind,3,-0.815584613,2,-1.586221662
453142,Rural,Mehgaon,Bhind,4,0.1339900327,2,-1.150503323
453143,Rural,Mehgaon,Bhind,3,-0.6757456931,2,-1.256264644
453144,Rural,Mehgaon,Bhind,1,-1.233826765,3,-0.8714073082
453145,Rural,Mehgaon,Bhind,3,-0.6720532434,2,-1.023237666
453146,Rural,Mehgaon,Bhind,3,-0.8444238677,4,-0.07113596196
453147,Rural,Mehgaon,Bhind,1,-1.233826765,1,-2.059023464
453148,Rural,Mehgaon,Bhind,2,-0.9793475915,2,-1.316438173
453149,Rural,Mehgaon,Bhind,1,-1.159435988,4,-0.1194013163
453150,Rural,Mehgaon,Bhind,1,-1.233826765,2,-1.235752735
453151,Rural,Mehgaon,Bhind,2,-1.11084446,2,-1.346612091
453152,Rural,Mehgaon,Bhind,4,-0.3558066288,4,0.2075210234
453154,Rural,Mehgaon,Bhind,3,-0.7101827406,3,-0.7671241899
453155,Rural,Mehgaon,Bhind,1,-1.209700027,1,-1.650000127
453156,Rural,Mehgaon,Bhind,1,-1.233826765,3,-0.8343385944
453157,Rural,Mehgaon,Bhind,2,-1.041541914,2,-1.376202724
453158,Rural,Mehgaon,Bhind,1,-1.233826765,1,-2.137401025
453159,Rural,Mehgaon,Bhind,3,-0.6924260822,2,-1.455884686
453160,Rural,Mehgaon,Bhind,2,-1.015471622,1,-1.986215529
453161,Rural,Mehgaon,Bhind,2,-0.9211079726,4,0.09880808036
453162,Rural,Mehgaon,Bhind,4,0.4619684777,4,0.5234024116
453163,Rural,Mehgaon,Bhind,2,-1.082288663,1,-2.046139957
453164,Rural,Mehgaon,Bhind,4,-0.5186304119,3,-0.6592045985
453165,Rural,Mehgaon,Bhind,4,-0.1380707204,4,-0.04692320369
453166,Rural,Mehgaon,Bhind,1,-1.233826765,1,-1.988619824
453167,Rural,Mehgaon,Bhind,1,-1.197788061,2,-1.312881676
453168,Rural,Mehgaon,Bhind,1,-1.201448153,1,-2.331104392
453169,Rural,Mehgaon,Bhind,2,-1.096506556,1,-1.696498616
453170,Rural,Mehgaon,Bhind,2,-1.012572812,2,-1.516878269
453171,Rural,Mehgaon,Bhind,3,-0.8904066878,1,-1.659846759
453172,Rural,Mehgaon,Bhind,2,-1.077002965,3,-0.7424750123
453173,Rural,Mehgaon,Bhind,2,-0.9603903946,4,-0.2225726913
453174,Rural,Mehgaon,Bhind,4,-0.2659389168,2,-1.099094687
453175,Rural,Mehgaon,Bhind,2,-1.058252824,2,-1.45930519
453176,Rural,Mehgaon,Bhind,4,-0.06910856997,4,-0.009673865734
453177,Rural,Mehgaon,Bhind,2,-0.973789508,2,-1.415190204
453178,Rural,Mehgaon,Bhind,3,-0.7561366068,4,0.145454051
453179,Rural,Mehgaon,Bhind,1,-1.16329208,3,-0.3096855933
453180,Rural,Mehgaon,Bhind,2,-0.9280968648,2,-1.554434289
453181,Rural,Mehgaon,Bhind,1,-1.179541604,3,-0.931001929
453182,Rural,Mehgaon,Bhind,2,-0.9944104671,1,-1.934434647
453183,Rural,Mehgaon,Bhind,2,-1.126654943,1,-1.620640409
453184,Rural,Mehgaon,Bhind,3,-0.85549691,1,-1.680116931
453185,Rural,Mehgaon,Bhind,2,-1.078138148,1,-1.620494993
453186,Rural,Mehgaon,Bhind,3,-0.912622753,4,-0.2727683042
453187,Rural,Mehgaon,Bhind,2,-1.106460353,1,-1.625798551
453188,Rural,Mehgaon,Bhind,4,-0.535763694,3,-0.7112442575
802092,Urban,Mehgaon,Bhind,5,3.074994133,5,2.347679056
802092,Urban,Mehgaon,Bhind,5,3.959553681,5,2.608153298
802092,Urban,Mehgaon,Bhind,5,2.2922414,5,3.792714929
802092,Urban,Mehgaon,Bhind,5,4.230846495,5,3.032725261
802092,Urban,Mehgaon,Bhind,5,3.614724123,5,2.965631874
802092,Urban,Mehgaon,Bhind,5,0.8058399761,4,0.1401448944
802092,Urban,Mehgaon,Bhind,5,3.878503081,5,4.52175223
802092,Urban,Mehgaon,Bhind,5,3.263600133,5,2.232170465
802092,Urban,Mehgaon,Bhind,5,3.262533953,5,3.932223118
802092,Urban,Mehgaon,Bhind,5,6.757858594,5,5.022747352
802092,Urban,Mehgaon,Bhind,5,6.500875847,5,1.688718269
802092,Urban,Mehgaon,Bhind,5,5.885497413,5,4.196758902
802092,Urban,Mehgaon,Bhind,5,2.004640265,4,0.8698306017
802092,Urban,Mehgaon,Bhind,5,1.788355861,4,0.7560639328
802092,Urban,Mehgaon,Bhind,5,1.733707879,5,2.134445807
802092,Urban,Mehgaon,Bhind,5,1.468870631,5,1.460738306
453189,Rural,Gormi,Bhind,4,-0.5072123757,3,-0.8548928472
453190,Rural,Gormi,Bhind,4,-0.5018986373,3,-0.4450047653
453191,Rural,Gormi,Bhind,2,-1.06392697,2,-1.433474056
453192,Rural,Gormi,Bhind,2,-1.058575122,1,-2.034790099
453193,Rural,Gormi,Bhind,3,-0.6281102725,3,-0.8063962661
453194,Rural,Gormi,Bhind,5,0.8551242054,4,-0.02990813464
453195,Rural,Gormi,Bhind,3,-0.8637279019,2,-1.306422903
453196,Rural,Gormi,Bhind,3,-0.5912584077,3,-0.8576985345
453197,Rural,Gormi,Bhind,4,-0.2102944417,2,-1.350867086
453198,Rural,Gormi,Bhind,3,-0.557616354,3,-0.5153912926
453199,Rural,Gormi,Bhind,4,-0.3301991824,4,-0.207178765
453200,Rural,Gormi,Bhind,3,-0.8856672554,3,-0.8545687708
453201,Rural,Gormi,Bhind,3,-0.8755408401,2,-1.542068748
453202,Rural,Gormi,Bhind,3,-0.905659774,2,-1.172639459
453203,Rural,Gormi,Bhind,2,-1.046462495,2,-1.610620284
453204,Rural,Gormi,Bhind,3,-0.9084979251,2,-1.427712029
453205,Rural,Gormi,Bhind,2,-1.062437977,2,-1.597538152
453206,Rural,Gormi,Bhind,3,-0.5946338478,4,-0.1677701762
453207,Rural,Gormi,Bhind,4,-0.4743896624,2,-1.258202723
453208,Rural,Gormi,Bhind,3,-0.6486536039,3,-0.6487857538
453210,Rural,Gormi,Bhind,4,-0.3645788297,1,-1.644582898
453212,Rural,Gormi,Bhind,4,0.364696044,4,0.9059120194
453213,Rural,Gormi,Bhind,3,-0.6467392553,4,0.4263332154
453214,Rural,Gormi,Bhind,3,-0.7470702913,4,-0.03974534846
453215,Rural,Gormi,Bhind,1,-1.219752835,1,-1.637145169
453216,Rural,Gormi,Bhind,2,-0.9708533202,3,-0.653883406
453217,Rural,Gormi,Bhind,1,-1.233826765,2,-1.534207636
453218,Rural,Gormi,Bhind,1,-1.184681608,2,-1.409021697
453219,Rural,Gormi,Bhind,2,-1.072457772,2,-1.130088996
453220,Rural,Gormi,Bhind,3,-0.8524131129,3,-0.4874924138
453221,Rural,Gormi,Bhind,3,-0.8864216798,2,-1.581657148
453222,Rural,Gormi,Bhind,3,-0.8454752555,3,-0.9282363135
453223,Rural,Gormi,Bhind,4,-0.5333072573,4,-0.2664993071
453224,Rural,Gormi,Bhind,3,-0.6540084998,4,0.9683521721
453225,Rural,Gormi,Bhind,3,-0.7322235645,2,-1.045346184
453226,Rural,Gormi,Bhind,4,-0.06216734177,4,0.3820087374
453227,Rural,Gormi,Bhind,3,-0.6447191462,2,-1.03907891
453228,Rural,Gormi,Bhind,4,-0.3376415317,4,0.8941898399
453229,Rural,Gormi,Bhind,3,-0.6061455605,5,1.480766273
453230,Rural,Gormi,Bhind,4,0.5760851006,4,0.5208744899
453231,Rural,Gormi,Bhind,3,-0.7412678736,4,0.3846467958
453232,Rural,Gormi,Bhind,3,-0.8523774982,2,-1.088580354
453233,Rural,Gormi,Bhind,1,-1.137605796,2,-1.340556467
453234,Rural,Gormi,Bhind,2,-0.98304846,3,-0.962731959
453235,Rural,Gormi,Bhind,1,-1.195659741,2,-1.107833741
453236,Rural,Gormi,Bhind,1,-1.141404347,2,-1.468105817
453237,Rural,Gormi,Bhind,4,-0.08597993973,3,-0.9090900007
453238,Rural,Gormi,Bhind,3,-0.570680528,5,1.253004386
453239,Rural,Gormi,Bhind,2,-0.9657207442,2,-1.288675168
453240,Rural,Gormi,Bhind,3,-0.7553131164,4,0.2622825722
453241,Rural,Gormi,Bhind,3,-0.7736689213,5,2.625907293
453242,Rural,Gormi,Bhind,1,-1.176797345,1,-2.147863052
453243,Rural,Gormi,Bhind,2,-0.981907142,3,-0.7754587754
453244,Rural,Gormi,Bhind,3,-0.5706158206,3,-0.5254318074
453245,Rural,Gormi,Bhind,2,-0.9222177262,1,-1.686227697
453246,Rural,Gormi,Bhind,4,-0.5241865761,3,-0.9066698866
453247,Rural,Gormi,Bhind,4,-0.3832628739,3,-0.6379764175
453248,Rural,Gormi,Bhind,3,-0.8374394779,2,-1.050295222
453249,Rural,Gormi,Bhind,2,-0.9323626818,2,-1.438849358
453250,Rural,Gormi,Bhind,3,-0.8072302068,2,-1.249932078
802093,Urban,Gormi,Bhind,5,3.003470547,5,1.587236563
802093,Urban,Gormi,Bhind,4,0.3374005764,4,0.009916686722
802093,Urban,Gormi,Bhind,5,3.134986253,5,1.619521937
802093,Urban,Gormi,Bhind,5,2.288749909,4,0.7852450576
802093,Urban,Gormi,Bhind,5,3.98461569,5,3.068930218
802093,Urban,Gormi,Bhind,5,3.637123297,5,2.241340859
802093,Urban,Gormi,Bhind,5,3.68366888,4,0.4506767398
802093,Urban,Gormi,Bhind,5,4.03237001,4,1.153623722
802093,Urban,Gormi,Bhind,5,1.659763484,5,1.484299871
802093,Urban,Gormi,Bhind,5,2.113249429,4,-0.1100688743
802093,Urban,Gormi,Bhind,5,3.281942966,4,0.5379739057
802093,Urban,Gormi,Bhind,5,2.348693353,5,3.097796611
802093,Urban,Gormi,Bhind,5,4.909219803,5,4.360822996
802093,Urban,Gormi,Bhind,5,4.888740619,5,2.132609566
802093,Urban,Gormi,Bhind,5,4.598842135,5,3.810339377
802093,Urban,Gormi,Bhind,5,1.632222778,4,0.3118692831
453251,Rural,Gohad,Bhind,2,-0.9454232932,1,-1.728044306
453252,Rural,Gohad,Bhind,4,0.6211311378,3,-0.7422667751
453253,Rural,Gohad,Bhind,1,-1.233826765,1,-1.880391085
453254,Rural,Gohad,Bhind,1,-1.175658997,1,-1.960270162
453255,Rural,Gohad,Bhind,1,-1.215731712,2,-1.598216677
453256,Rural,Gohad,Bhind,2,-0.9685041468,3,-0.904409629
453257,Rural,Gohad,Bhind,3,-0.7867300734,3,-0.9673742697
453258,Rural,Gohad,Bhind,2,-1.123141066,2,-1.565914712
453259,Rural,Gohad,Bhind,4,0.1158167097,4,0.2072878694
453260,Rural,Gohad,Bhind,4,-0.3894404278,3,-0.6907888027
453261,Rural,Gohad,Bhind,3,-0.808323717,2,-1.321192645
453262,Rural,Gohad,Bhind,4,0.472127793,4,1.156826943
453263,Rural,Gohad,Bhind,4,-0.3714717398,4,0.4590353263
453264,Rural,Gohad,Bhind,5,0.768903429,5,2.574838396
453265,Rural,Gohad,Bhind,3,-0.6122764069,3,-0.3098527984
453266,Rural,Gohad,Bhind,3,-0.7745268759,1,-1.65884578
453267,Rural,Gohad,Bhind,3,-0.8999308789,2,-1.027190291
453268,Rural,Gohad,Bhind,4,-0.5136927962,4,-0.08810771418
453269,Rural,Gohad,Bhind,3,-0.7683816787,3,-0.517766429
453270,Rural,Gohad,Bhind,5,1.7550284,5,3.002495336
453271,Rural,Gohad,Bhind,1,-1.177766559,3,-0.9778231189
453272,Rural,Gohad,Bhind,2,-1.061111618,2,-1.322416669
453273,Rural,Gohad,Bhind,2,-1.071261479,2,-1.372450125
